Species,Cohort,MATRR ID,Date of BC,Timepoint,State,TP:,ALB:,ALKP:,ALT:,AST:,GGT:,TBIL:,GLU:,BUN:,CREA:,K:,NA:,CL:,Ca:,PHOS:,Fe:,CHOL:,LDH:,TRIG:,A/G ratio:,DBIL:,Glob:,Amyl:,MG:,WBC:,NEUT%:,BAND%:,LY%,MONO%:,EOS%:,BASO%:,HCT:,HGB:,RBC:,MCV:,MCH:,MCHC:,PLT:,,
rhesus,10,10211,9/16/2013,open access,awake,7.3,4.5,231,24,21,63,0.2,71,30.3,1.2,4.9,145,106,,4.3,,196,,62,,,,,2.1,5.58,32.2,,62.1,4.5,0.9,0.3,39.55,12.99,5.54,71.35,23.4,32.9,452,,
rhesus,10,10211,2/11/2014,open access,sedated,6.9,4.6,322,38,46,55,0.1,69,17.5,1.1,4,148,110,,3.2,,182,,74,,,,,1.77,5.31,44.7,,49.2,4.3,1.3,0.5,37.77,12.92,5.42,69.65,23.8,34.2,324,,
rhesus,10,10211,8/12/2014,open access,sedated,6.7,4.4,286,30,37,73,0.1,70,15.8,1,4.7,146,109,,4.8,,179,,67,,,,,1.94,7.93,21.6,,71.7,5.5,0.6,0.6,39.37,13.15,5.51,71.5,23.88,33.4,396,,
rhesus,10,10211,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,5.48,27.4,,66.5,4.9,0.6,0.6,39.24,12.96,5.54,70.84,23.4,33.04,362,,
rhesus,10,10221,9/17/2012,baseline,sedated,7,4.3,365,24,25,,0.2,64,17.8,0.93,3.8,147,108,,4.3,,176,,42,,,,,1.45,6.13,38.5,,53.4,6.1,1.5,0.5,38.05,12.69,5.36,70.95,23.7,33.4,375,,
rhesus,10,10221,3/11/2013,H2O induction,sedated,6.9,4.3,271,33,21,56,0.1,76,17.6,0.74,3.6,148,108,,5.1,,191,,21,,,,,1.76,4.95,28.1,,65.4,5,1.2,0.3,35.29,11.63,4.99,70.69,23.3,32.9,492,,
rhesus,10,10221,9/16/2013,open access,awake,7.6,4.5,306,32,21,72,0.2,66,17.5,1,4.1,148,107,,5,,235,,52,,,,,1.76,5.52,29.8,,63.8,4.8,1.3,0.3,38.71,12.79,5.34,72.47,24,33,446,,
rhesus,10,10221,2/11/2014,open access,sedated,6.8,4.3,254,30,27,60,0.1,55,15.6,0.9,3.5,148,108,,5.2,,211,,82,,,,,1.92,6,28.5,,65,4.9,1.2,0.4,33.43,11.27,4.77,70.12,23.7,33.7,387,,
rhesus,10,10221,8/12/2014,open access,sedated,7.4,4.5,193,41,26,70,0.1,59,15.7,0.9,4.6,146,111,,5.3,,204,,81,,,,,2.09,6.41,28.2,,64.9,5.1,1.2,0.6,37.94,12.56,5.3,71.61,23.71,33.11,513,,
rhesus,10,10221,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.91,57.3,,38.5,3.1,0.8,0.3,35.25,11.62,4.92,71.65,23.62,32.97,430,,
rhesus,10,10212,9/17/2012,baseline,sedated,6.9,4,996,26,43,,0.1,64,18.7,1.07,4.1,147,107,,5.1,,116,,78,,,,,1.61,6.64,26.6,,64.3,3.2,5.4,0.5,40.08,13.27,5.73,69.93,23.2,33.1,369,,
rhesus,10,10212,3/11/2013,H2O induction,sedated,7.5,4.2,798,46,28,89,0.1,91,17,1.1,3.9,146,105,,5,,125,,48,,,,,1.63,7.3,54.1,,37.2,4.7,3.7,0.3,38.08,12.49,5.25,72.51,23.8,32.8,408,,
rhesus,10,10212,9/16/2013,open access,awake,7.7,4.5,629,30,31,87,0.1,100,24.6,1.1,4.3,145,103,,4.4,,133,,104,,,,,1.93,6.47,35.7,,58.7,4,1.2,0.4,41.29,13.78,5.64,73.18,24.4,33.4,193,,
rhesus,10,10212,2/11/2014,open access,sedated,7.4,4.5,735,27,48,66,0.1,74,21.9,1.1,4.4,149,109,,6.1,,135,,51,,,,,2.21,3.94,34.8,,58.5,4.1,2.2,0.4,36.54,12.56,5.09,71.78,24.7,34.4,326,,
rhesus,10,10212,8/12/2014,open access,sedated,7.6,4.4,478,25,43,68,0.1,76,24.9,1,5.2,140,101,,5.5,,124,,170,,,,,2.11,6.93,23.1,,70.9,4.4,1.2,0.4,40.3,13.63,5.53,72.93,24.67,33.83,477,,
rhesus,10,10212,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.08,58.1,,35.1,4.7,1.6,0.5,37.62,12.5,5.12,73.41,24.4,33.24,489,,
rhesus,10,10222,9/17/2012,baseline,sedated,7.3,4.7,494,29,28,,0.1,136,20,1.27,4.3,150,104,,6.6,,144,,58,,,,,2.01,11.67,60.7,,32.8,4.2,1.6,0.7,44.57,14.79,6.05,73.7,24.5,33.2,185,,
rhesus,10,10222,3/11/2013,H2O induction,sedated,6.8,4.5,477,23,22,63,0.1,91,15.8,0.87,3.9,145,104,,5.8,,128,,26,,,,,1.74,6.37,40.8,,49.9,7,1.9,0.4,37.9,12.56,5.21,72.72,24.1,33.2,474,,
rhesus,10,10222,9/16/2013,open access,awake,7.3,4.7,338,21,22,73,0.1,99,31.9,1.1,4.6,149,106,,4.8,,141,,63,,,,,1.94,7.37,43,,48.5,6.1,1.9,0.5,41.94,13.84,5.62,74.64,24.6,33,140,,
rhesus,10,10222,2/11/2014,open access,sedated,7.4,4.7,234,24,30,53,0.1,102,18.7,1.3,4.1,149,108,,6,,172,,66,,,,,1.9,5.65,47.3,,45,4.8,1.8,1.1,37.42,12.82,5.11,73.26,25.1,34.3,198,,
rhesus,10,10222,8/12/2014,open access,sedated,7,4.5,189,21,24,59,0.1,63,29.1,1.1,5.3,149,105,,3.9,,135,,46,,,,,1.99,7.99,38.3,,53.9,6.5,0.9,0.4,40.65,13.56,5.47,74.29,24.79,33.36,273,,
rhesus,10,10222,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.85,68,1,27,2,2,0,38.25,12.7,5.09,75.1,24.95,33.22,243,,
rhesus,10,10217,9/17/2012,baseline,sedated,7.1,4.4,372,13,28,,0.2,81,12.2,1.04,4.6,145,108,,5.6,,128,,52,,,,,1.49,5.88,56.8,,38.2,3.3,1.4,0.3,40.77,13.34,5.51,74.02,24.2,32.7,298,,
rhesus,10,10217,3/11/2013,H2O induction,sedated,6.6,4.4,352,26,18,43,0.2,72,16.5,0.99,3.9,145,107,,4.7,,125,,26,,,,,1.95,4.36,42.6,,51.1,4,2.1,0.2,38.26,12.62,5.23,73.14,24.1,33,412,,
rhesus,10,10217,9/16/2013,open access,awake,7.1,4.6,189,53,21,47,0.2,86,23.8,1.1,3.9,146,106,,5,,129,,40,,,,,1.97,6.36,36.9,,54.7,5.3,2.8,0.3,42.23,13.92,5.68,74.35,24.5,33,360,,
rhesus,10,10217,2/11/2014,open access,sedated,6.8,4.7,347,41,27,47,0.2,97,26.8,1.3,3.9,147,107,,4.5,,130,,43,,,,,1.99,4.93,40.6,,54.2,3.6,1.3,0.3,39.02,13.28,5.26,74.15,25.2,34,355,,
rhesus,10,10217,8/12/2014,open access,sedated,7.1,4.6,143,105,33,52,0.1,62,22.2,1.1,4.8,146,104,,3.8,,111,,62,,,,,2.11,7.08,47.1,,46.1,4.3,2,0.5,43.24,14.6,5.76,75.06,25.34,33.76,285,,
rhesus,10,10217,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.22,69.7,,26.3,2.9,0.8,0.3,37.83,12.59,5,75.69,25.19,33.29,319,,
rhesus,10,10213,9/17/2012,baseline,sedated,7,4.8,475,30,21,,0.1,91,20.5,0.85,3.7,141,98,,5,,143,,32,,,,,1.86,5.9,63.5,,32.2,2.8,1.3,0.2,40.38,13.46,5.69,70.96,23.7,33.4,363,,
rhesus,10,10213,3/11/2013,H2O induction,sedated,6.9,4.6,564,27,16,69,0.1,79,17.8,0.89,3.4,147,105,,3.9,,159,,30,,,,,1.86,4.31,45.6,,40.7,10.4,3,0.3,41.17,13.37,5.84,70.52,22.9,32.5,407,,
rhesus,10,10213,9/16/2013,open access,awake,7.2,4.8,287,34,20,72,0.1,88,22.9,0.8,4.7,145,104,,5,,182,,42,,,,,2.04,6.07,37,,52.9,7.2,2.6,0.3,42.22,13.99,5.88,71.83,23.8,33.1,252,,
rhesus,10,10213,2/11/2014,open access,sedated,6.8,4.7,382,32,27,62,0.1,54,22,1,4.1,150,108,,4.2,,195,,33,,,,,1.97,4.72,47.4,,42.6,7.4,2.3,0.3,41.24,14.24,5.79,71.29,24.6,34.5,381,,
rhesus,10,10213,8/12/2014,open access,sedated,7.3,4.9,326,28,24,85,0.2,56,20.9,0.9,4.7,149,102,,5.6,,190,,38,,,,,2,5.93,32.1,,59.1,6.7,1.7,0.4,44.08,14.88,6.07,72.64,24.52,33.75,403,,
rhesus,10,10213,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.76,61.3,,31,5.3,2,0.4,39.9,13.24,5.58,71.52,23.73,33.18,360,,
rhesus,10,10218,9/17/2012,baseline,sedated,6.6,4.1,580,30,40,,0.1,70,14.3,0.91,3.7,149,108,,6.1,,153,,53,,,,,1.28,5.06,27.3,,63,7.1,1.9,0.7,39.99,13.22,5.63,71.04,23.5,33.1,93,,
rhesus,10,10218,3/11/2013,H2O induction,sedated,6.5,4.4,549,42,27,78,0.1,78,21.9,0.73,3.6,147,106,,6.5,,153,,22,,,,,1.7,7.47,17.2,,72.8,8.6,0.9,0.5,38.94,12.96,5.51,70.61,23.5,33.3,274,,
rhesus,10,10218,9/16/2013,open access,awake,7.2,4.8,539,40,26,88,0.1,85,29.6,0.9,4.4,148,108,,5.4,,169,,89,,,,,1.97,6.13,19.9,,72.3,6.1,1.2,0.5,41.5,13.58,5.74,72.36,23.7,32.7,331,,
rhesus,10,10218,2/11/2014,open access,sedated,6.2,4.4,689,53,35,87,0.1,61,21.6,0.8,3.6,149,111,,6.9,,144,,42,,,,,1.66,3.92,51.8,,39.7,5.6,2.4,0.5,37.58,12.75,5.31,70.82,24,33.9,291,,
rhesus,10,10218,8/12/2014,open access,sedated,7.4,5,268,65,39,75,0.1,75,50.6,1,6,146,101,,5.7,,115,,70,,,,,2.44,8.19,32.1,,60.7,6.1,0.7,0.4,40.48,13.55,5.54,73.1,24.47,33.47,317,,
rhesus,10,10218,2/27/2015,1st relapse,sedated,6.7,4.5,278,120,63,,,68,56.6,0.9,5,146,,,,,,,,,,,,,8.48,73.6,,19.4,5.9,0.7,0.4,36.17,11.92,4.87,74.27,24.48,32.96,319,,
rhesus,10,10214,9/17/2012,baseline,sedated,6.8,4.5,375,23,19,,0.1,59,15.9,0.91,3.7,148,110,,4.8,,148,,27,,,,,1.36,9.18,59,,35.1,4,1.5,0.4,37.23,12.29,5.53,67.3,22.2,33,329,,
rhesus,10,10214,3/11/2013,H2O induction,sedated,6.8,4.7,305,28,16,60,0.1,76,21.9,0.98,3.6,147,107,,4.6,,157,,19,,,,,1.88,7.06,35.1,,59.9,3.5,1.1,0.4,33.69,11.04,4.96,67.98,22.3,32.8,409,,
rhesus,10,10214,9/16/2013,open access,awake,7.4,4.9,218,25,18,55,0.2,64,20.2,0.9,4,147,108,,4.6,,179,,172,,,,,2.01,13.28,51.1,,42.7,4.3,1.3,0.6,33.95,11.27,4.84,70.11,23.3,33.2,382,,
rhesus,10,10214,2/11/2014,open access,sedated,6.8,4.7,229,23,22,46,0.2,66,14.8,0.9,3.7,150,108,,5.8,,176,,142,,,,,2.04,7.56,51,,43.8,3.5,1.4,0.3,32.27,10.78,4.57,70.55,23.6,33.4,409,,
rhesus,10,10214,8/12/2014,open access,sedated,7.3,4.9,188,22,25,51,0.3,59,18.8,0.8,5,144,102,,5.4,,192,,126,,,,,2.13,11.11,37.5,,56,5.3,0.7,0.5,34.11,11.36,4.9,69.61,23.19,33.31,406,,
rhesus,10,10214,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,13.07,61,,32.7,4.8,1,0.5,30.27,9.98,4.27,70.81,23.34,32.96,377,,
rhesus,10,10219,9/17/2012,baseline,sedated,7.3,4.7,682,29,30,126,0,109,19,1.33,4.1,154,110,,7.6,,174,,48,,,,,1.98,12.98,32.4,,61.6,4.1,1.1,0.8,46.72,15.62,6.76,69.13,23.1,33.4,442,,
rhesus,10,10219,3/11/2013,H2O induction,sedated,6.6,4.4,589,26,26,78,0.1,74,17.3,0.94,3.7,147,108,,5.2,,166,,27,,,,,1.92,6.31,26.2,,69.7,2.7,1,0.4,40.02,12.95,5.72,69.94,22.6,32.4,457,,
rhesus,10,10219,9/16/2013,open access,awake,7.4,4.8,460,28,28,81,0.1,70,29.9,1,4.4,147,106,,5.8,,197,,53,,,,,2.13,10.34,42.8,,50.2,5.5,0.8,0.7,45.31,14.92,6.5,69.76,23,32.9,427,,
rhesus,10,10219,2/11/2014,open access,sedated,6.1,4.2,551,28,37,100,0.1,81,24.5,1,3.6,143,102,,6.1,,184,,28,,,,,2.03,8.17,33.5,,61.3,3.4,1.2,0.6,39.37,13.38,5.65,69.68,23.7,34,366,,
rhesus,10,10219,8/12/2014,open access,sedated,6.9,4.6,251,42,44,76,0.1,57,25.8,1,4.9,151,106,,5.7,,217,,47,,,,,2.03,6.16,37.1,,57.8,3.4,1.3,0.4,45.03,14.87,6.36,70.8,23.37,33.01,398,,
rhesus,10,10219,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.06,64.5,,30,4.2,0.8,0.5,39.34,12.94,5.48,71.77,23.6,32.88,404,,
rhesus,10,10215,9/17/2012,baseline,sedated,7.5,4.7,453,29,32,,0.1,82,20.7,1.38,4.1,149,108,,5,,152,,56,,,,,1.69,3.79,51.5,,42.8,3.5,2,0.2,39.2,13.34,5.68,69.07,23.5,34,314,,
rhesus,10,10215,3/11/2013,H2O induction,sedated,7.2,4.6,370,23,20,75,0.1,62,37.6,1.05,4.2,146,106,,5.2,,134,,23,,,,,1.86,3.78,41.2,,51.4,4.8,2.1,0.5,35.67,11.64,5.04,70.83,23.1,32.7,303,,
rhesus,10,10215,9/16/2013,open access,awake,7.8,4.9,251,25,21,63,0.2,88,40.1,1,4.7,140,100,,5.4,,180,,77,,,,,2.17,5.75,24.7,,65.9,7.9,0.9,0.6,40.82,13.73,5.67,71.95,24.2,33.6,342,,
rhesus,10,10215,2/11/2014,open access,sedated,6.9,4.6,354,23,30,66,0.2,63,21.2,1.1,3.9,144,105,,5.7,,151,,136,,,,,2.09,4.18,40.3,,52.4,5.3,1.6,0.4,33.99,11.77,4.8,70.75,24.5,34.6,367,,
rhesus,10,10215,8/12/2014,open access,sedated,7.4,4.7,167,21,36,62,0.1,72,19.6,1,4.7,146,104,,4.9,,169,,191,,,,,1.99,5.64,31.3,,60.3,6.6,1.4,0.4,38.22,13.03,5.27,72.5,24.72,34.1,357,,
rhesus,10,10215,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,5.21,33.9,,58.2,6.4,1.1,0.4,35.49,11.95,4.87,72.84,24.53,33.68,361,,
rhesus,10,10223,9/17/2012,baseline,sedated,7.5,4.9,760,24,24,,0.1,83,23.4,0.97,4.1,148,107,,5.3,,173,,76,,,,,1.44,7.1,50.4,,42.7,3.6,2.9,0.4,43.78,14.52,6.02,72.76,24.1,33.2,65,,
rhesus,10,10223,3/11/2013,H2O induction,sedated,6.7,4.6,706,24,18,79,0.1,75,16.1,0.75,3.9,148,108,,6.3,,140,,52,,,,,2.06,3.32,45.9,,47.9,4.3,1.6,0.3,33.34,11.09,4.61,72.29,24,33.3,18,,
rhesus,10,10223,9/16/2013,open access,awake,7.4,4.9,645,21,20,81,0.1,90,15.1,0.8,4.1,147,105,,5.3,,171,,106,,,,,1.76,7.23,44.3,,48.1,4.1,3.1,0.4,43.21,14.16,5.81,74.38,24.4,32.8,435,,
rhesus,10,10223,2/11/2014,open access,sedated,6.7,4.8,465,17,20,73,0.1,70,22.5,1.2,4.1,148,110,,5,,152,,50,,,,,1.98,4.89,40.8,,52.3,4.4,2,0.5,37.71,12.69,5.11,73.79,24.8,33.6,344,,
rhesus,10,10223,8/12/2014,open access,sedated,7.2,5,353,19,22,69,0.2,96,21.4,0.8,4.9,131,89,,4.3,,175,,52,,,,,1.91,7.62,52,,42.3,3.4,1.9,0.4,37.9,12.84,5.31,71.44,24.2,33.87,382,,
rhesus,10,10223,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,4.8,39.9,,52.8,4.2,2.7,0.4,35.66,11.89,4.86,73.41,24.48,33.35,426,,
cyno,13,10225 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, , ,,8.41,37.7,,55.9,3.4,2.5,0.5,36.51,11.91,4.85,75.29,24.6,32.6,384,,
cyno,13,10225 ,11/19/2013,baseline,sedated,6.7,3.9,591,31,42,83,0.1,66,18.6,0.7,4.3,144,105,,5.6,,115,,36,,,,,,8.88,23.1,,70.4,3.5,2.5,0.5,37.91,12.5,5.03,75.32,24.8,33,348,,
cyno,13,10225 ,5/20/2014,pre-induction,sedated,7.2,4.1,561,39,33,70,0.1,64,18.1,0.7,4.3,146,103,,5.4,,108, ,95,,,,,,11.74,46.1,,47.6,3.6,2.3,0.4,38.87,12.62,5.07,76.73,24.91,32.47,502,,
cyno,13,10225 ,5/14/2015,open access,awake,7.9,4.4,267,54,39,,,85,11.7,0.8,4.8,143,,,,,, ,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10226 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, , ,,10.99,34.3,,58.8,4.8,1.4,0.7,41.2,13.7,5.77,71.39,23.7,33.3,291,,
cyno,13,10226 ,11/19/2013,baseline,sedated,6.9,4.1,265,25,40,64,0.1,71,20.4,0.8,4.5,146,109,,4.1,,134,,57,,,,,,14.46,39,,54.6,4.7,1,0.7,41.7,13.6,5.77,72.25,23.6,32.6,330,,
cyno,13,10226 ,5/20/2014,pre-induction,sedated,6.7,4,167,32,42,53,0.1,98,23.7,0.9,4.2,146,105,,3.9,,115, ,73,,,,,,12.41,50.4,,43.8,3.7,1.7,0.4,36.68,11.9,5.09,72.12,23.39,32.43,173,,
cyno,13,10226 ,5/14/2015,open access,awake,7.2,4.3,108,21,31,,,96,15.4,0.9,4.4,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10227 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, , ,,10.61,60.9,,34.3,3.2,1,0.6,40.71,13.31,5.54,73.47,24,32.7,322,,
cyno,13,10227 ,11/19/2013,baseline,sedated,6.8,4.3,408,36,37,84,0.1,73,19.1,0.8,3.7,146,105,,5.5,,137,,65,,,,,,12.71,43.5,,50.4,3.6,1.9,0.6,40.79,13.3,5.42,75.24,24.5,32.6,342,,
cyno,13,10227 ,5/20/2014,pre-induction,sedated,7,4.4,343,53,46,70,0.2,63,17.9,0.9,3.6,146,103,,4.9,,106,,31,,,,,,10.96,40.5,,54,3.6,1.4,0.5,42.85,13.81,5.7,75.24,24.25,32.23,364,,
cyno,13,10227 ,5/14/2015,open access,awake,7.7,4.5,181,60,71,,,80,12.4,0.8,4.1,146,,,,,, ,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10228 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, , ,,10.22,40.2,,54.4,4.3,0.6,0.5,38.77,12.75,5.47,70.95,23.3,32.9,287,,
cyno,13,10228 ,11/19/2013,baseline,sedated,6.6,4.4,280,26,24,83,0.1,65,17.6,0.8,3.4,142,114,,4.9,,125,,39,,,,,,10.52,34.9,,58.4,4.9,1.1,0.7,38.71,12.76,5.39,71.84,23.7,33,283,,
cyno,13,10228 ,5/20/2014,pre-induction,sedated,6.9,4.4,220,33,24,58,0.1,84,24.7,1.1,3.6,148,105,,3.9,,81,,45,,,,,,11.83,39.8,,53.1,5.7,0.9,0.5,39.79,12.87,5.44,73.16,23.66,32.34,264,,
cyno,13,10228 ,5/14/2015,open access,awake,7.1,4.5,76,23,25,,,72,23.1,0.9,4.5,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10229 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, , ,,11.03,47.1,,46.5,4.1,1.6,0.7,38.86,12.53,5.58,69.68,22.5,32.2,349,,
cyno,13,10229 ,11/19/2013,baseline,sedated,7.2,4.3,630,34,26,51,0.1,67,19.8,0.9,3.7,146,106,,4.6,,123,,20,,,,,,8.22,34.6,,58.8,4.8,1.3,0.5,38.07,12.22,5.46,69.73,22.4,32.1,325,,
cyno,13,10229 ,5/20/2014,pre-induction,sedated,7,4.1,528,42,31,41,0.2,65,22.1,1,3.6,148,103,,4.2,,96,,47,,,,,,10.92,39.3,,46.8,4.6,8.4,0.9,39.68,12.84,5.6,70.81,22.91,32.35,332,,
cyno,13,10229 ,5/14/2015,open access,awake,7.8,4.3,198,24,27,,,73,13.4,0.9,4.3,144,,,,,,,,,,,,,9.25,36.9,,52.4,7.1,3.1,0.5,38.23,12.26,5.29,72.21,23.16,32.07,369,,
cyno,13,10230 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.62,57.6,,37.3,3.8,0.7,0.6,41.89,13.87,6.31,66.42,22,33.1,411,,
cyno,13,10230 ,11/19/2013,baseline,sedated,6.5,4.2,602,37,36,88,0.1,80,19,1.1,3.7,148,106,,4.2,,122,,25,,,,,,8.37,50,,44.5,4.4,0.7,0.4,41.75,13.61,6.17,67.66,22.1,32.6,356,,
cyno,13,10230 ,5/20/2014,pre-induction,sedated,6.9,4.3,429,53,50,73,0.2,73,26.5,1.3,4.1,147,103,,4.8,,106,,40,,,,,,9.27,51.8,,40.9,5.3,1.5,0.5,46.83,14.92,6.85,68.33,21.77,31.86,406,,
cyno,13,10230 ,5/14/2015,open access,awake,7.4,4.3,201,47,44,,,99,15.2,1,4.2,145,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
cyno,13,10231 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,, ,,,12.31,45.2,,50.6,2.5,1.1,0.6,37.97,12.62,5.12,74.15,24.6,33.2,341,,
cyno,13,10231 ,11/19/2013,baseline,sedated,6.6,3.9,424,33,35,61,0.1,55,17.7,0.8,4.1,146,108,,5.3,,129, ,57,,,,,,12.75,43.2,,51.5,3.1,1.7,0.5,35.56,11.43,4.8,74.04,23.8,32.1,368,,
cyno,13,10231 ,5/20/2014,pre-induction,sedated,6.7,3.9,494,39,38,57,0.1,62,15.4,1,4,145,105,,4.6,,109,,44,,,,,,11.17,45.8,,49.7,2.5,1.6,0.4,40.21,12.82,5.27,76.24,24.3,31.88,415,,
cyno,13,10231 ,5/14/2015,open access,awake,7.1,4.3,205,48,39,,,76,16.2,0.9,4.6,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10232 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.93,20.2,,72.2,4.5,2.2,0.9,41.36,13.51,5.65,73.24,23.9,32.7,396,,
cyno,13,10232 ,11/19/2013,baseline,sedated,6.5,4.1,835,47,63,105,0.2,70,23.6,1.1,3.9,144,105,,6,,138, ,45,,,,,,10.35,29.2,,63,4.9,2.2,0.7,39.77,13.1,5.46,72.88,24,32.9,357,,
cyno,13,10232 ,5/20/2014,pre-induction,sedated,7.1,4.3,563,45,69,68,0.2,72,31.4,1.4,3.9,146,103,,4.3,,118, ,65,,,,,,8.05,32.7,,60.1,4.2,2.5,0.5,42.62,13.75,5.69,74.87,24.16,32.27,467,,
cyno,13,10232 ,5/14/2015,open access,awake,7.3,4.4,422,32,57,,,74,19.5,1.4,4.6,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10233 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,16.66,73.5,,21,3.3,1.6,0.6,40.13,13.11,5.6,71.63,23.4,32.7,427,,
cyno,13,10233 ,11/19/2013,baseline,sedated,6.7,4.1,280,33,41,77,0.1,73,20.5,0.9,3.8,148,108,,5.2,,129,,31,,,,,,8,38.6,,52.4,5.2,3.4,0.4,41.76,13.71,5.67,73.66,24.2,32.8,460,,
cyno,13,10233 ,5/20/2014,pre-induction,sedated,6.8,3.9,263,36,36,63,0.1,63,23,0.9,4,148,107,,4.6,,121,,52,,,,,,11.15,66.9,,26.3,3.6,2.8,0.4,42.92,13.7,5.76,74.51,23.77,31.91,505,,
cyno,13,10233 ,5/14/2015,open access,awake,7.1,4.2,166,34,33,,,60,15.9,1,4.3,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10234 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.04,21.1,,74.3,3,1.2,0.4,43.3,14.43,5.46,79.37,26.5,33.3,290,,
cyno,13,10234 ,11/19/2013,baseline,sedated,6.1,4.1,455,24,30,68,0.1,74,18.1,1,3.9,145,106,,5.9,,104,,26,,,,,,8.94,22,,72,4.5,1,0.5,42.27,14.09,5.23,80.84,27,33.3,293,,
cyno,13,10234 ,5/20/2014,pre-induction,sedated,6.8,4.4,334,31,39,50,0.2,59,24.6,1,4.2,145,104,,5.8,,87,,36,,,,,,8.89,21.7,,71.7,4.8,1.2,0.6,43.47,14.26,5.3,82.02,26.9,32.79,334,,
cyno,13,10234 ,5/14/2015,open access,awake,6.2,4.1,189,23,22,,,67,15.7,1.1,3.9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10235 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,11.44,54.2,,42.6,2.3,0.5,0.4,38.24,12.62,5.04,75.81,25,33,370,,
cyno,13,10235 ,11/19/2013,baseline,sedated,6.7,3.4,505,21,26,45,0.1,62,14.5,0.8,4.1,145,105,,3.9,,162,,97,,,,,,12.99,53.8,,35.9,7.7,1.9,0.7,36.35,12.07,4.72,76.94,25.6,33.2,481,,
cyno,13,10235 ,5/20/2014,pre-induction,sedated,7,4.4,280,49,42,45,0.1,59,16.6,1,4,146,103,,4,,131,,90,,,,,,14.53,58.1,,37.6,3.1,0.6,0.6,44.08,14.1,5.48,80.45,25.72,31.98,385,,
cyno,13,10235 ,5/14/2015,open access,awake,7.4,4.5,157,81,46,,,68,12,0.9,4.8,141,,,,,, ,,,,,,,,,,,,,,,,,,,,,,
cyno,13,10236 ,8/19/2013,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.69,62.9,,32.4,3,1.1,0.6,35.74,11.96,4.78,74.79,25,33.5,401,,
cyno,13,10236 ,11/19/2013,baseline,sedated,6.7,4.3,431,33,31,43,0.1,72,17.9,1.1,3.6,143,102,,4.7,,93,,25,,,,,,8.75,37.2,,55.7,5.5,1.2,0.4,36.71,12.23,4.82,76.2,25.4,33.3,316,,
cyno,13,10236 ,5/20/2014,pre-induction,sedated,7.3,4.2,222,73,40,32,0.2,59,23.7,1.1,4.2,143,102,,4.6,,74,,28,,,,,,8.04,47.2,,45.3,5.2,1.9,0.4,41.66,13.57,5.33,78.2,25.47,32.57,391,,
cyno,13,10236 ,3/19/2015,open access,awake,7.6,4.2,179,58,54,38,0.1,87,14.6,1.1,4.3,142,108,,3.3,,76,,93,,,,,,10.79,49.6,,36.9,9.3,3.5,0.7,40.1,13.06,5.07,79.14,25.77,32.56,211,,
rhesus,6a,10068,1/8/2010,baseline,sedated,6.4,3.9,459,17,31,72,0.4,61,11,0.5,3.9,148,112,9,4.2,119,120,355,59,1.6,0.1,2.5,,,12.1,27.9,0,65,4.3,1.4,1.4,36.8,12.5,5.14,72,24.3,34,277,,
