Species,Cohort,MATRR ID,Date of BC,Timepoint,State,TP:,ALB:,ALKP:,ALT:,AST:,GGT:,TBIL:,GLU:,BUN:,CREA:,K:,NA:,CL:,Ca:,PHOS:,Fe:,CHOL:,LDH:,TRIG:,A/G ratio:,DBIL:,Glob:,Amyl:,MG:,WBC:,NEUT%:,BAND%:,LY%,MONO%:,EOS%:,BASO%:,HCT:,HGB:,RBC:,MCV:,MCH:,MCHC:,PLT:,,
cyno,3,10032,4/17/2007,open access,sedated,5.8,3.5,125,44,32,44,0.3,54,17,0.7,3.3,145,104,8.8,3,127,111,484,63,1.5,0.1,2.3,,,6.1,28.1,0,65.4,4,1.8,0.7,35.6,11.3,4.58,78,24.7,31.7,314,,
cyno,3,10033,8/17/2005,baseline,sedated,7.1,,,,,,,,,,,,,,,,,,,,,,,,10,44.9,0,49.1,3.6,1.6,0.8,40.4,12.7,5.44,74,23.3,31.4,363,,
cyno,3,10033,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.4,51.6,0,39.6,3.9,4.1,0.8,41.2,13.2,5.64,73,23.4,32,118,,
cyno,3,10033,10/26/2006,etoh induction,sedated,6,4,183,16,35,49,0.3,54,14,0.6,3.8,148,110,9.1,5.1,88,126,602,42,2,0,2,,,8.3,32,0,60.5,4.2,2,1.3,35.7,11.4,4.88,73,23.4,31.9,710,,
cyno,3,10033,4/17/2007,open access,sedated,6,3.7,151,18,28,44,0.2,59,102,0.6,3.4,144,106,9.5,4.4,127,153,588,51,1.6,0,2.3,,,7.8,36.3,0,55,4,3.6,1.1,37.5,12.1,5.12,73,23.6,32.3,417,,
cyno,3,10034,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,9.2,40.1,0,54.8,3.3,1.1,0.7,42.8,12.6,7.74,55,16.3,29.4,288,,
cyno,3,10034,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.8,43.3,0,49.8,4.6,1.3,1,39.5,11.8,7.11,56,16.6,29.9,73,,
cyno,3,10034,10/26/2006,etoh induction,sedated,8,4.5,153,60,42,77,0.3,67,23,0.7,3.2,150,107,9.4,3,87,129,354,62,1.3,0,3.5,,,7.4,35.8,0,58.7,2.9,1.9,0.7,40.3,11.9,7.19,56,16.6,29.5,530,,
cyno,3,10034,4/17/2007,open access,sedated,6.9,4.5,133,64,38,75,0.2,58,15,0.7,3.2,140,109,8.8,3.7,116,135,393,40,1.9,0,2.4,,,,,,,,,,,,,,,,,,
cyno,3,10035,8/17/2005,baseline,sedated,7.8,,,,,,,,,,,,,,,,,,,,,,,,9.9,24.3,0,69.8,4.1,0.8,1,38.9,12.5,5.02,78,24.9,32.1,429,,
cyno,3,10035,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,, ,,12.7,24,0,70.7,3.3,1,1,34.5,11.4,4.5,77,25.3,33,123,,
cyno,3,10035,10/26/2006,etoh induction,sedated,5.8,3.6,66,27,48,22,0.1,46,19,0.8,3.5,147,110,8.8,2,192,93,367,71,1.6,0,2.2,,,5.5,31.6,0,61.3,5.6,1.1,0.4,33.8,11,4.37,77,25.2,32.5,422,,
cyno,3,10035,4/17/2007,open access,sedated,5.9,3.5,93,16,40,26,0.3,40,13,0.9,2.9,143,103,9.1,3.7,248,138,505,195,1.5,0,2.4,,,6.6,21.6,0,69.9,5.8,2.1,0.6,36.9,11.9,4.6,80,25.9,32.2,374,,
cyno,3,10036,8/17/2005,baseline,sedated,7,,,,,,,,,,,,,,,,,,,,,,,,11.4,54.6,0,40.7,3.1,0.8,0.8,37.1,11.6,4.71,79,24.6,31.3,527,,
cyno,3,10036,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,9.1,51.1,0,43.2,3.3,1.7,0.7,34.2,11,4.38,78,25.1,32.2,246,,
cyno,3,10036,10/26/2006,etoh induction,sedated,6.1,3.8,126,45,43,44,0.2,62,17,0.7,3.9,147,107,8.9,6,77,91,481,37,1.7,0,2.3,,,5.6,22.1,0,72.7,3.4,1.2,0.6,34.4,11.2,4.44,77,25.2,32.6,758,,
cyno,3,10036,4/17/2007,open access,sedated,5.8,3.3,119,38,33,46,0.2,56,10,0.6,3.5,146,109,8.9,5.3,134,144,600,81,1.3,0,2.5,,,6.8,33.6,0,62.3,2.7,0.7,0.7,36.2,11.5,4.53,80,25.4,31.8,440,,
cyno,3,10037,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.1,49.2,0,41.9,3.6,4.8,0.5,36.3,11.1,6.17,59,18,30.6,305,,
cyno,3,10037,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,, ,,6.1,51,0,41.6,4.2,2.6,0.6,34.3,10.9,5.85,59,18.6,31.8,64,,
cyno,3,10037,10/26/2006,etoh induction,sedated,7.4,3.8,148,12,22,37,0.2,66,16,0.7,3.4,147,104,8.8,3,88,121,262,71,1.1,0,3.6,,,6.4,34.8,0,58,5.1,1.4,0.7,35.4,10.8,5.93,60,18.2,30.5,573,,
cyno,3,10037,10/9/2007,open access,sedated,6.5,4,163,20,23,44,0.1,52,15,1.1,3.3,145,103,8.7,3.9,52,149,253,86,1.6,0,2.5, ,,5.5,18.1,0,69.9,3.8,7.5,0.7,33.3,10.5,5.54,60,19,31.5,396,,
cyno,3,10038,8/17/2005,baseline,sedated,7.2,,,,,,,,,,,,,,,,,,,,,,,,8.1,38.1,0,56.9,3.2,1.1,0.7,36.6,11.9,4.97,74,23.9,32.5,430,,
cyno,3,10038,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.6,37.1,0,56,3.9,2.1,0.9,34,11.2,4.59,74,24.4,32.9,43,,
cyno,3,10038,10/26/2006,etoh induction,sedated,6,3.7,92,33,58,64,0.2,50,29,0.8,4,146,109,9,3,157,96,551,56,1.6,0,2.3,,,6,36.2,0,56.9,4.4,2,0.5,34.5,11.1,4.55,76,24.4,32.2,442,,
cyno,3,10038,4/17/2007,open access,sedated,5.5,3.4,106,30,42,72,0.1,48,22,0.8,3.5,145,105,8.7,4.2,176,120,430,135,1.6,0,2.1,,,5.6,31.6,0,63.2,3.6,1.1,0.5,35.4,11.4,4.57,77,24.9,32.2,386,,
cyno,3,10039,8/17/2005,baseline,sedated,7.5,,,,,,,,,,,,,,,,,,,,,,,,10.8,44.6,0,48.6,2.2,3.7,0.9,40.2,12.9,5.07,79,25.4,32.1,401,,
cyno,3,10039,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,9.1,33.2,0,57.9,3.6,4.5,0.8,39.6,13,5.02,79,25.9,32.8,25,,
cyno,3,10039,10/26/2006,etoh induction,sedated,6.5,4,137,27,39,53,0.4,48,20,0.8,3.8,144,105,8.8,3.8,115,138,592,45,1.6,0.1,2.5,,,4.5,35.2,0,58.3,3.3,2.7,0.5,37.7,11.8,4.61,82,25.6,31.3,338,,
cyno,3,10039,10/9/2007,open access,sedated,6.1,3.9,179,27,52,51,0.3,40,13,0.9,3.6,147,106,9,3.6,70,196,957,416,1.8,0.1,2.2,,,6.3,43.5,0,50.4,2.5,3,0.6,39.2,12.8,4.84,81,26.4,32.7,405,,
cyno,3,10173,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,13.6,48.7,0,46,3.1,1.5,0.7,35,10.7,6.06,58,17.7,30.6,427,,
cyno,3,10173,4/19/2007,pre-induction,sedated,7.1,4,158,29,44,62,0.2,53,11,0.9,3.6,145,108,9.4,2.4,117,127,825,65,1.3,0,3.1,,,10.8,33.4,0,61.4,2.3,2.1,0.8,33.2,10.3,5.71,58,18,31,404,,
cyno,3,10173,10/16/2007,etoh induction,sedated,6.8,4,130,35,29,62,0.2,61,11,0.8,3.5,144,111,9.3,3,129,152,216,32,1.4,0,2.8,,,7.5,31.2,0,63.4,1.9,2.8,0.7,37.4,11.5,6.33,59,18.2,30.7,379,,
cyno,3,10040,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,13.7,20,0,63,2,14,1,31.9,10,4.61,69,21.7,31.3,544,,
cyno,3,10040,10/26/2006,etoh induction,sedated,6.3,4,117,37,33,24,0.3,56,18,0.6,3.2,143,104,8.8,3.8,92,120,267,67,1.7,0,2.3,,,5.9,18.6,0,73.1,6.5,1.1,0.7,37.8,11.8,5.25,72,22.5,31.2,433,,
cyno,3,10040,4/17/2007,open access,sedated,6.3,3.8,143,34,41,30,0.2,46,11,0.6,3.1,145,104,9.4,4.5,95,182,682,173,1.5,0,2.5,,,5,16.3,0,77.2,4.6,1.2,0.7,37.9,12.2,5.27,72,23.1,32.2,266,,
cyno,3,10040,10/9/2007,open access,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.5,24.2,0,65.8,4.5,3.2,2.3,38.2,12.9,5.32,72,24.2,33.8,302,,
cyno,3,10041,8/17/2005,baseline,sedated,7,,,,,,,,,,,,,,,,,,,,,,,,7.8,50.9,0,45.2,2.5,0.8,0.6,38.3,12.3,5,77,24.6,32.1,431,,
cyno,3,10041,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.1,44.9,0,48.2,3.8,2.4,0.7,35.9,12,4.88,74,24.6,33.4,89,,
cyno,3,10041,10/26/2006,etoh induction,sedated,5.4,3.7,187,24,37,45,0.2,46,25,0.6,3.1,149,105,8.5,3.1,137,112,487,33,2.2,0,1.7,,,8.6,62,0,32.9,3,1.5,0.6,34.5,10.9,4.48,77,24.3,31.6,394,,
cyno,3,10041,4/17/2007,open access,sedated,5.5,3.5,176,28,38,55,0.1,49,16,0.6,3.3,147,102,8.8,4.7,104,166,654,59,1.8,0,2,,,7.4,35.6,0,59.1,3.4,1,0.9,35.5,11.5,4.67,76,24.6,32.4,434,,
cyno,3,10042,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,17.2,60.8,0,31.5,4.5,2.2,1,40.4,12.8,5.58,72,22.9,31.7,491,,
cyno,3,10042,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,, ,,8.7,45.2,0,36.3,6.1,10.9,1.5,36.9,11.9,5.1,72,23.3,32.2,35,,
cyno,3,10042,10/26/2006,etoh induction,sedated,5.7,3.5,97,25,46,70,0.2,63,18,0.7,3.9,145,108,9.2,3.8,53,103,811,71,1.6,0,2.2,,,7.8,36.1,0,53,4.9,5.4,0.6,38.9,12.3,5.37,72,22.9,31.6,476,,
cyno,3,10042,4/17/2007,open access,sedated,5.5,3.3,116,29,51,79,0.1,43,13,0.7,3.7,145,105,9.4,4.7,62,128,731,113,1.5,0,2.2,,,10,40.8,0,47.9,4,6,1.3,40,12.8,5.55,72,23.1,32,384,,
cyno,3,10044,8/17/2005,baseline,sedated,7.2,,,,,,,,,,,,,,,,,,,,,,,,16,53,0,39.5,5.6,0.8,1.1,36.3,11.7,5.14,71,22.8,32.2,397,,
cyno,3,10044,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,9.2,35.6,0,56.1,6.1,1.4,0.8,35.1,11.6,4.95,71,23.4,33,80,,
cyno,3,10044,10/26/2006,etoh induction,sedated,6.6,3.8,151,24,30,60,0.2,65,16,0.8,3.9,149,109,9.2,3.9,141,80,398,34,1.4,0,2.8,,,8.3,40.4,0,52.2,5.3,1.4,0.7,35.8,11.4,4.94,72,23.1,31.8,760,,
cyno,3,10044,4/17/2007,open access,sedated,6.2,3.4,189,18,32,74,0.2,40,11,0.9,3.7,147,110,9.1,3.3,99,179,475,84,1.2,0,2.8,,,9.5,35.4,0,57.7,5.2,0.9,0.8,34.1,11.2,4.8,71,23.3,32.8,454,,
cyno,3,10045,8/17/2005,baseline,sedated,6.7,,,,,,,,,,,,,,,,,,,,,,,,12,47.2,0,45.7,4.9,1.3,0.9,39.6,12.2,5.12,77,23.8,30.8,419,,
cyno,3,10045,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,11.1,37.8,0,53.2,5.8,2.2,1,38.3,12.3,5.07,76,24.3,32.1,79,,
cyno,3,10045,10/26/2006,etoh induction,sedated,5.9,3.7,202,39,38,51,0.2,55,23,0.9,3.8,148,109,8.8,3.5,151,103,418,52,1.7,0,2.2,,,10.9,48.7,0,45,4,1.5,0.8,37.5,11.8,4.86,77,24.3,31.5,474,,
cyno,3,10045,4/17/2007,open access,sedated,6.5,3.7,189,27,44,56,0.2,47,11,0.7,3.6,150,107,9.3,5,105,100,641,81,1.3,0,2.8,,,7.4,30.5,0,63.1,3.8,2,0.6,33.4,10.9,4.41,76,24.7,32.6,471,,
cyno,3,10046,8/17/2005,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.8,25.8,0,65.2,4.5,3.4,1.1,38.5,12.3,6.06,63,20.3,31.9,362,,
cyno,3,10046,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,, ,,12.3,41.4,0,47.4,6.5,3.6,1.1,39.3,12.4,6.05,65,20.5,31.6,184,,
cyno,3,10046,10/26/2006,etoh induction,sedated,7.5,4.2,118,30,33,68,0.3,42,16,1,3.8,146,107,9.4,4.2,84,141,370,83,1.3,0,3.3,,,9.6,38.1,0,53.3,6,1.7,0.9,37.9,11.3,5.6,68,20.2,29.8,534,,
cyno,3,10046,10/9/2007,open access,sedated,6.8,3.8,123,36,32,71,0.2,40,14,0.8,3.7,148,107,9,3.6,105,145,319,92,1.3,0,3,,,12.9,60.9,0,32.7,4,1.4,1,36.2,11.7,5.69,64,20.6,32.3,431,,
cyno,3,10047,8/17/2005,baseline,sedated,7.8,,,,,,,,,,,,,,,,,,,,,,,,8.2,50.4,0,40.8,5.3,2.9,0.6,38.1,11.9,6.05,63,19.7,31.2,291,,
cyno,3,10047,6/9/2006,pre-induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,16.1,56.4,0,34.2,4.9,3.2,1.3,39.7,12.1,6.09,65,19.9,30.5,166,,
cyno,3,10047,10/26/2006,etoh induction,sedated,7,4,185,13,31,80,0.2,61,16,0.9,3.5,150,111,9.4,3.1,122,154,390,72,1.3,0,3,,,7.6,48.3,0,44,5,1.9,0.8,37.6,11.6,5.87,64,19.8,30.9,268,,
cyno,3,10047,10/9/2007,open access,sedated,6.2,3.5,194,12,25,73,0.1,42,16,1.1,3.7,149,108,8.9,4,49,182,354,81,1.3,0,2.7,,,8.2,61.7,0,31.3,3.1,3.3,0.6,36.1,11.6,5.71,63,20.3,32.1,326,,
rhesus,4,10048,5/30/2007,baseline,sedated,5.8,4.3,52,29,25,62,0.1,72,16,1.2,3.7,149,111,9.3,3.5,112,128,207,21,2.9,0,1.5,,,4.6,59.3,0,34.7,4.5,1.1,0.4,38.2,12.2,5.41,71,22.6,31.9,226,,
rhesus,4,10048,5/23/2008,H2O induction,sedated,5.9,4,56,63,37,38,0.2,70,33,1.2,4.2,150,113,8.9,4,100,128,237,27,2.1,0,1.9,,,4.7,65.7,0,27.9,5,1,0.4,35.5,11.3,4.98,71,22.7,31.8,273,,
rhesus,4,10048,11/18/2008,open access,sedated,6.3,4.6,54,35,29,50,0.3,54,17.8,1,4,154,121,9.6,5.2,161,162,304,33,2.7,0.1,1.7,,,4.1,59.9,0,33,5.5,1,0.6,38.2,12.1,5.33,72,22.7,31.7,327,,
rhesus,4,10049,5/30/2007,baseline,sedated,6.3,4.4,75,45,42,47,0.4,65,19,1.2,3.9,145,109,9.5,4.9,120,101,424,19,2.3,0.1,1.9,,,5.2,56.5,0,37.1,2.8,2.9,0.7,40.9,13.4,5.58,73,24,32.8,190,,
rhesus,4,10049,5/23/2008,H2O induction,sedated,5.9,3.6,70,42,38,33,0.3,64,28,1.1,4,148,115,8.5,3.5,148,106,270,38,1.6,0.1,2.3,,,4.9,38.2,0,54,5,2.2,0.6,39,12.8,5.49,71,23.3,32.8,227,,
rhesus,4,10049,11/18/2008,open access,sedated,6.9,4,86,19,32,48,0.3,42,12.9,1.1,4.2,152,113,9.2,3.4,139,126,549,79,1.4,0.1,2.9,,,4.5,43.3,0,48.7,5.3,2.1,0.6,43.5,14,6.19,70,22.6,32.2,322,,
rhesus,4,10051,5/30/2007,baseline,sedated,5.9,4.2,93,29,30,1050,0.2,62,10,0.8,3.5,149,108,9.1,4.1,86,108,299,18,2.5,0,1.7,,,4.3,58.1,0,37,4.2,0.4,0.3,35.3,11.4,4.99,71,22.8,32.3,346,,
rhesus,4,10051,5/21/2008,H2O induction,sedated,6.7,4.5,71,28,26,76,0.4,68,14.8,0.8,3.6,149,108,9.1,3.7,149,135,267,41,2,0.1,2.2,,,4.1,28.3,0,66.6,3.4,1.3,0.4,34.5,11.3,4.9,70,23.1,32.8,274,,
rhesus,4,10051,11/18/2008,open access,sedated,6.9,4.7,63,20,29,51,0.3,59,12.5,0.9,3.9,155,111,9.4,3.6,193,133,423,118,2.1,0.1,2.2,,,2.9,28.2,0,64.7,5.4,1.2,0.5,36.1,12,5.07,71,23.7,33.2,288,,
rhesus,4,10052,5/30/2007,baseline,sedated,6,4.3,74,23,35,62,0.2,84,15,1.1,3.6,148,108,9.5,4,125,59,352,25,2.5,0,1.7,,,8.6,61.5,0,33.5,2.9,1.5,0.6,37.5,12.4,5.04,74,24.6,33.1,195,,
rhesus,4,10052,5/21/2008,H2O induction,sedated,6.1,3.9,89,23,24,49,0.2,63,21.7,1.1,3.8,149,111,8.9,3.8,145,86,222,23,1.8,0,2.2,,,6.7,61.1,0,33.7,3.6,1.2,0.4,35.6,11.5,4.72,75,24.4,32.3,286,,
rhesus,4,10052,11/18/2008,open access,sedated,6.1,3.5,71,21,26,45,0.3,59,18.9,1.2,3.9,150,110,8.8,3.6,133,88,436,37,1.7,0.1,2.3,,,6.9,66.6,0,27.9,3.6,1.4,0.5,36.5,12,4.79,76,25.1,32.9,277,,
rhesus,4,10054,5/30/2007,baseline,sedated,5.9,4.1,127,20,36,53,0.3,62,14,1.1,3.9,149,106,9.6,2.9,129,115,394,26,2.3,0,1.8,,,6,49.8,0,43.2,3.7,2.1,1.2,41.7,13.5,5.7,73,23.7,32.4,217,,
rhesus,4,10054,5/21/2008,H2O induction,sedated,6.4,4.1,70,75,41,44,0.2,76,19.2,1.2,3.6,142,106,9.1,4.5,129,143,229,39,1.8,0,2.3,,,5.1,45.1,0,49.4,3.5,1.4,0.6,40,13,5.53,72,23.5,32.5,232,,
rhesus,4,10054,11/18/2008,open access,sedated,6.6,4.3,75,19,33,36,0.3,57,18.3,1.3,3.8,150,105,9.3,3.6,175,157,450,118,1.9,0.1,2.3,,,5,47.1,0,46.9,4.3,1.2,0.5,41.2,13.5,5.5,75,24.5,32.8,265,,
rhesus,4,10055,5/30/2007,baseline,sedated,6.1,4.2,132,21,31,75,0.3,77,15,1.1,4,147,107,9.3,3.4,133,106,323,40,2.2,0.1,1.9,,,5.3,40.1,0,53.8,3.9,1.2,1,42.4,13.8,5.96,71,23.2,32.5,191,,
rhesus,4,10055,5/21/2008,H2O induction,sedated,5.9,3.6,108,44,23,60,0.2,64,43.4,1.1,4.5,148,113,8.8,3.5,183,118,115,34,1.6,0,2.3,,,4.8,34.4,0,60.9,3.2,0.8,0.7,38.1,12.5,5.45,70,22.9,32.8,332,,
rhesus,4,10055,11/18/2008,open access,sedated,5.8,3.6,104,37,38,64,0.3,61,19.2,1.1,3.7,148,109,8.9,4,148,142,318,62,1.6,0.1,2.2,,,4.7,35.6,0,57.5,5,1.2,0.7,38.6,12.8,5.46,71,23.4,33.2,321,,
rhesus,4,10056,5/30/2007,baseline,sedated,6.2,4.1,100,29,22,48,0.2,62,16,1.2,3.6,150,113,9.2,3.7,114,117,226,21,2,0,2.1,,,5.8,61.7,0,31.9,4.5,1.4,0.5,39.7,13.1,5.7,70,23,33,258,,
rhesus,4,10056,5/22/2008,H2O induction,sedated,6.8,3.9,74,56,44,36,0.4,57,32.6,1.3,4.3,149,111,8.9,3.6,163,136,454,38,1.3,0.1,2.9,,,5.6,53.4,0,38.5,5.2,2.2,0.7,39,12.8,5.67,69,22.6,32.8,243,,
rhesus,4,10056,11/18/2008,open access,sedated,7.1,4.4,76,30,32,40,0.3,57,27.1,1.4,4,153,113,9.5,3.5,161,129,454,78,1.6,0.1,2.7,,,5.8,56.4,0,36.5,4.8,1.7,0.6,39.5,13.2,5.57,71,23.7,33.4,309,,
rhesus,4,10057,5/30/2007,baseline,sedated,5.9,4.6,192,32,43,84,0.2,79,15,1.2,3.8,146,111,9.4,6,151,110,369,39,3.5,0,1.3,,,8.8,60.5,0,34.7,2.7,1.5,0.6,37.7,12.4,5.06,74,24.5,32.9,202,,
rhesus,4,10057,5/26/2008,H2O induction,sedated,6,4.1,110,17,22,81,0.2,75,15.3,0.9,3.7,145,112,8.9,3.6,141,123,188,31,2.2,0,1.9,,,5,37.3,0,55.9,4.5,1.8,0.5,37.9,12.2,5.16,73,23.6,32.2,311,,
rhesus,4,10057,11/18/2008,open access,sedated,6.4,4.3,83,17,29,48,0.3,67,11.2,1.1,3.9,152,114,9.5,4.2,274,139,401,100,2,0.1,2.1,,,4.8,40.8,0,52.2,5,1.5,0.5,39.9,13.1,5.22,76,25.1,32.8,381,,
rhesus,4,10058,5/30/2007,baseline,sedated,6.1,4.5,286,17,23,50,0.2,72,11,1,4.1,148,109,9.5,5.4,160,110,258,31,2.8,0,1.6,,,6.3,44,0,50.5,3.7,1.1,0.7,40.7,13.4,5.82,70,23,32.9,311,,
rhesus,4,10058,5/22/2008,H2O induction,sedated,5.6,3.6,122,26,31,28,0.3,60,17.3,1.1,3.9,150,113,8.7,4.1,166,127,362,49,1.8,0.1,2,,,5,35,0,57.9,5.7,0.9,0.5,36.8,12,5.16,71,23.3,32.6,299,,
rhesus,4,10058,11/18/2008,open access,sedated,6.4,4.1,77,15,28,36,0.3,71,9.9,1.2,4.3,152,113,8.9,4.5,222,127,535,69,1.8,0.1,2.3,,,5.1,48.1,0,42.5,7.8,1.1,0.5,38.1,12.6,5.17,74,24.4,33.1,364,,
rhesus,4,10059,5/30/2007,baseline,sedated,6.5,4.6,345,38,30,78,0.1,61,10,1.1,4.1,151,108,9.8,4,122,120,245,36,2.4,0,1.9,,,7.8,55,0,40.9,2.3,1.2,0.6,41.1,13.6,5.66,73,24,33.1,397,,
rhesus,4,10059,5/21/2008,H2O induction,sedated,6.7,4.8,221,108,35,76,0.2,76,23,1,4.1,150,111,9.5,4.1,159,113,139,26,2.5,0,1.9,,,5.7,52.2,0,44.8,1.6,0.9,0.5,36.6,12.1,5.1,72,23.7,33.1,371,,
rhesus,4,10059,11/18/2008,open access,sedated,6.3,4.3,171,27,34,52,0.3,61,15.3,0.9,4,152,111,9.3,4.8,169,134,296,47,2.2,0.1,2,,,4.3,44.4,0,49.2,3.3,2.7,0.4,40.5,13.4,5.4,75,24.8,33.1,437,,
rhesus,5,10167,9/30/2008,baseline,,6.8,1.9,189,48,,,0.3,105,17,1.6,5.5,143,,9.2,6.6,,,,,,,4.9,539,,26.7,75,2,22,1,0,0,32.9,10.6,4.79,69,22.1,32.2,691,,
rhesus,5,10167,10/1/2008,pre-induction,,5.8,,,,,,,95,20,,3.2,144,104,,,,,,,,,,,,14.5,59,28,5,7,1,0,29.6,9.7,4.37,68,22.2,32.8,641,,
rhesus,5,10167,2/26/2009,etoh induction,,7.6,2.2,90,113,,,0.5,74,48,1.5,6.3,142,,8.8,2.5,,,,,,,5.4,263,,7.5,77,0,12,11,0,0,38.3,12.6,5.48,70,23,32.9,236,,
rhesus,5,10167,5/19/2009,open access,,6.4,3.9,92,15,29,121,0.3,100,20.1,0.9,4.1,147,111,8.4,5.3,110,129,235,25,1.6,0.1,2.5,,,7.2,56.5,0,35.3,5.4,1.6,1.2,46.7,15.8,6.91,67,22.9,33.8,306,,
rhesus,5,10060,8/26/2008,baseline,sedated,6.1,4.1,131,25,36,53,0.4,72,18.1,1,4,150,108,9.1,3.1,152,81,415,46,2,0.1,2.1,,,7,31.3,0,61,5.2,1.6,0.9,38.3,12.7,5.6,68,22.7,33.2,181,,
rhesus,5,10060,9/11/2009,open access,,6.7,4.2,64,38,39,49,0.3,77,12.1,0.9,3.9,151,112,9.7,4.3,186,120,388,62,2.5,0.1,1.7,0,,5.4,43.6,0,48.2,6.6,1.2,0.4,39.3,13.1,5.57,70,23.5,33.3,304,,
rhesus,5,10061,8/26/2008,baseline,sedated,7.7,4.5,194,26,37,119,0.4,111,17.9,1,4.1,160,107,9.8,3,146,160,249,80,1.4,0.1,3.2,,,16,49.7,0,41.7,5.4,1.7,1.5,42.8,14.5,5.96,72,24.3,33.9,398,,
rhesus,5,10061,1/30/2009,etoh induction,,7.3,4.4,152,20,,,0.2,83,15,1,4.3,142,,9.8,3.2,,,,,,,2.9,354,,6.9,65.8,0,28.9,3.5,1.3,0.5,41.6,13.6,5.69,73,23.9,32.7,371,,
rhesus,5,10061,9/11/2009,open access,,7.2,4.2,129,19,34,61,0.2,56,9.5,0.7,3.8,151,107,9.3,4.8,145,142,352,138,1.4,,3,0,,6.2,34.3,0,57.1,7,1,0.6,41.5,14,5.65,73,24.8,33.7,442,,
rhesus,5,10062,8/26/2008,baseline,sedated,6.6,4.4,271,28,27,74,0.2,72,14.9,0.9,3.6,154,109,9.3,2.4,84,151,242,22,2.2,0,2,,,7.8,51,0,42.9,3.8,1.7,0.6,37.9,12.6,5.75,66,21.9,33.2,333,,
rhesus,5,10062,9/11/2009,open access,,7,4.4,124,60,87,93,0.2,48,14.3,0.8,4.3,152,112,9.5,4.6,173,161,246,100,1.7,0.1,2.6,0,,4.5,35.7,0,57.3,5,1.6,0.4,35.9,12.3,5.29,68,23.3,34.3,414,,
rhesus,5,10063,8/26/2008,baseline,sedated,6.7,4.5,375,22,21,67,0.3,77,14.4,0.9,3.8,153,112,9.5,2.6,168,130,328,43,2.2,0,2,,,8.5,47.3,0,45.1,3.7,3.2,0.7,42.3,14.2,5.8,73,24.5,33.6,301,,
rhesus,5,10063,10/29/2008,H2O induction,,7.5,5.2,335,23,26,57,0.4,76,16.3,1.2,4.5,151,109,10.8,3.8,244,115,499,98,2.3,0.1,2.3,,,,,,,,,,,,,,,,,,
rhesus,5,10063,8/14/2009,open access,,7.4,4.8,236,77,,,0.14,69,20,0.52,4.5,122,84,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
rhesus,5,10064,8/26/2008,baseline,sedated,6.7,3.7,256,16,25,79,0.2,69,13.1,0.9,3.8,151,108,9.7,2.6,117,144,254,44,3,0,1.2,,,9.4,45,0,48,4.7,1.4,0.9,42.8,14,6.26,68,22.4,32.7,247,,
rhesus,5,10064,9/11/2009,open access,,7.1,4.3,195,16,30,59,0.2,49,10.7,0.8,4.4,154,109,10,4.1,160,159,230,154,2.8,,1.5,0,,6.1,41,0,52.6,5.2,0.7,0.5,44.9,15,6.36,71,23.6,33.4,271,,
rhesus,5,10065,8/26/2008,baseline,sedated,6.7,4.2,254,34,29,70,0.3,57,15.7,1,3.8,148,108,9.6,2.7,78,165,228,35,1.7,0,2.5,,,8.1,24.1,0,67.5,3.4,3.9,1.1,39.9,13.3,5.69,70,23.4,33.3,434,,
rhesus,5,10065,9/11/2009,open access,,6.6,4.4,112,30,32,101,0.2,58,14.4,0.7,4,143,111,9.2,4.4,129,148,164,112,2,,2.2,0,,6.3,28.2,0,65.8,4.4,1.1,0.5,35.2,12,4.87,72,24.6,34.1,467,,
rhesus,5,10066,8/26/2008,baseline,sedated,6.7,4.1,214,22,29,54,0.2,53,12.7,0.9,4.3,152,109,9.5,2.5,95,150,374,42,1.6,0,2.6,,,9.2,41.9,0,52.1,3.5,1.2,1.3,37.4,12.5,5.23,72,23.9,33.4,349,,
